locus_tag	ftype	length_bp	gene	EC_number	COG	product
DLCOOICO_00380	CDS	114				hypothetical protein
DLCOOICO_00381	CDS	1326	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
DLCOOICO_00382	CDS	1179	ubiH	1.14.13.-	COG0654	2-octaprenyl-6-methoxyphenol hydroxylase
DLCOOICO_00383	CDS	2514	metH	2.1.1.13	COG0646	Methionine synthase
DLCOOICO_00384	CDS	486				hypothetical protein
DLCOOICO_00385	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
DLCOOICO_00386	CDS	219				hypothetical protein
DLCOOICO_00387	CDS	327				hypothetical protein
DLCOOICO_00388	CDS	786	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
DLCOOICO_00389	CDS	1299	yqcE			Inner membrane protein YqcE
DLCOOICO_00390	CDS	165				hypothetical protein
DLCOOICO_00391	CDS	447				hypothetical protein
DLCOOICO_00392	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
DLCOOICO_00393	CDS	1017				hypothetical protein
DLCOOICO_00394	CDS	186				hypothetical protein
DLCOOICO_00395	CDS	315				hypothetical protein
DLCOOICO_00396	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
DLCOOICO_00397	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
DLCOOICO_00398	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
DLCOOICO_00399	CDS	252				putative protein
DLCOOICO_00400	CDS	915	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
DLCOOICO_00401	CDS	900	dmlR_2			HTH-type transcriptional regulator DmlR
DLCOOICO_00402	CDS	630				hypothetical protein
DLCOOICO_00403	CDS	2391	yraJ		COG3188	Outer membrane usher protein YraJ
DLCOOICO_00404	CDS	591				hypothetical protein
DLCOOICO_00405	CDS	642				hypothetical protein
DLCOOICO_00406	CDS	1320				hypothetical protein
DLCOOICO_00407	CDS	321				hypothetical protein
DLCOOICO_00408	CDS	303				hypothetical protein
DLCOOICO_00409	CDS	711	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
DLCOOICO_00410	CDS	990	sbp		COG1613	Sulfate-binding protein
DLCOOICO_00411	CDS	750	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
DLCOOICO_00412	CDS	210				hypothetical protein
DLCOOICO_00413	CDS	375	bcsG			Cellulose biosynthesis protein BcsG
DLCOOICO_00414	CDS	1197	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
DLCOOICO_00415	CDS	549				hypothetical protein
DLCOOICO_00416	CDS	198				hypothetical protein
DLCOOICO_00417	CDS	357				hypothetical protein
DLCOOICO_00418	CDS	291				hypothetical protein
DLCOOICO_00419	CDS	213	cspA		COG1278	Cold shock protein CspA
DLCOOICO_00420	CDS	1308	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
DLCOOICO_00421	CDS	657				hypothetical protein
DLCOOICO_00422	CDS	210				hypothetical protein
DLCOOICO_00423	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
DLCOOICO_00424	CDS	171				hypothetical protein
DLCOOICO_00425	CDS	480				hypothetical protein
DLCOOICO_00426	CDS	612				hypothetical protein
DLCOOICO_00427	CDS	1737	yidK		COG4146	putative symporter YidK
DLCOOICO_00428	CDS	372				hypothetical protein
DLCOOICO_00429	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
DLCOOICO_00430	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
DLCOOICO_00431	CDS	414	ibpA_1		COG0071	Small heat shock protein IbpA
DLCOOICO_00432	CDS	159				hypothetical protein
DLCOOICO_00433	CDS	333				hypothetical protein
DLCOOICO_00434	CDS	1269				hypothetical protein
DLCOOICO_00435	CDS	201				hypothetical protein
DLCOOICO_00436	CDS	2121				hypothetical protein
DLCOOICO_00437	CDS	1224				hypothetical protein
DLCOOICO_00438	CDS	885	nlpI		COG4785	Lipoprotein NlpI
DLCOOICO_00439	CDS	276	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
DLCOOICO_00440	CDS	450				hypothetical protein
DLCOOICO_00441	CDS	330	yqcC		COG3098	putative protein YqcC
DLCOOICO_00442	CDS	546	syd			Protein Syd
DLCOOICO_00443	CDS	849	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
DLCOOICO_00444	CDS	387				hypothetical protein
DLCOOICO_00445	CDS	480				hypothetical protein
DLCOOICO_00446	CDS	735				hypothetical protein
DLCOOICO_00447	CDS	639	gfcB			putative lipoprotein GfcB
DLCOOICO_00448	CDS	243				hypothetical protein
DLCOOICO_00449	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
DLCOOICO_00450	CDS	1125	zapE		COG1485	Cell division protein ZapE
DLCOOICO_00451	CDS	429	rplM		COG0102	50S ribosomal protein L13
DLCOOICO_00452	CDS	393	rpsI		COG0103	30S ribosomal protein S9
DLCOOICO_00453	CDS	1668	uvrD	3.6.4.12	COG0210	DNA helicase II
DLCOOICO_00454	CDS	951	corA		COG0598	Magnesium transport protein CorA
DLCOOICO_00455	CDS	249	engB		COG0218	putative GTP-binding protein EngB
DLCOOICO_00456	CDS	2355	polA	2.7.7.7	COG0258	DNA polymerase I
DLCOOICO_00457	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
DLCOOICO_00458	CDS	243	pspG			Phage shock protein G
DLCOOICO_00459	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
DLCOOICO_00460	CDS	1035	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
DLCOOICO_00461	CDS	1329	uhpC_1		COG2271	Membrane sensor protein UhpC
DLCOOICO_00462	CDS	492				hypothetical protein
DLCOOICO_00463	CDS	723	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
DLCOOICO_00464	CDS	423	fucU_1	5.1.3.29	COG4154	L-fucose mutarotase
DLCOOICO_00465	CDS	1419	fucK	2.7.1.51	COG1070	L-fuculokinase
DLCOOICO_00466	CDS	216	fucI	5.3.1.25	COG2407	L-fucose isomerase
DLCOOICO_00467	CDS	720				hypothetical protein
DLCOOICO_00468	CDS	177				hypothetical protein
DLCOOICO_00469	CDS	561	nudE	3.6.1.-	COG0494	ADP compounds hydrolase NudE
DLCOOICO_00470	CDS	339	mrcA		COG5009	Penicillin-binding protein 1A
DLCOOICO_00471	CDS	1311				hypothetical protein
DLCOOICO_00472	CDS	1464	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
DLCOOICO_00473	CDS	873				hypothetical protein
DLCOOICO_00474	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
DLCOOICO_00475	CDS	834	icsA_1		COG3468	Outer membrane protein IcsA autotransporter
DLCOOICO_00476	CDS	330				hypothetical protein
DLCOOICO_00477	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
DLCOOICO_00478	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
DLCOOICO_00479	CDS	498				hypothetical protein
DLCOOICO_00480	CDS	255	tetD			Transposon Tn10 TetD protein
DLCOOICO_00481	CDS	399				hypothetical protein
DLCOOICO_00482	CDS	402				hypothetical protein
DLCOOICO_00483	CDS	834				hypothetical protein
DLCOOICO_00484	CDS	90	tisB			Small toxic protein TisB
DLCOOICO_00485	CDS	99				hypothetical protein
DLCOOICO_00486	CDS	1428				hypothetical protein
DLCOOICO_00487	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
DLCOOICO_00488	CDS	1866				hypothetical protein
DLCOOICO_00489	CDS	288				hypothetical protein
DLCOOICO_00490	CDS	426	exbD		COG0848	Biopolymer transport protein ExbD
DLCOOICO_00491	CDS	735	exbB		COG0811	Biopolymer transport protein ExbB
DLCOOICO_00492	CDS	1266	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
DLCOOICO_00493	CDS	177				hypothetical protein
DLCOOICO_00494	CDS	141				hypothetical protein
DLCOOICO_00495	CDS	285				hypothetical protein
DLCOOICO_00496	CDS	147				hypothetical protein
DLCOOICO_00497	CDS	234	ygdR_1			putative lipoprotein YgdR
DLCOOICO_00498	CDS	918	gcvA			Glycine cleavage system transcriptional activator
DLCOOICO_00499	CDS	396				hypothetical protein
DLCOOICO_00500	CDS	375				hypothetical protein
DLCOOICO_00501	CDS	525	fldB		COG0716	Flavodoxin 2
DLCOOICO_00502	CDS	408	ygfX			Inner membrane protein YgfX
DLCOOICO_00503	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
DLCOOICO_00504	CDS	450				hypothetical protein
DLCOOICO_00505	CDS	516				hypothetical protein
DLCOOICO_00506	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
DLCOOICO_00507	CDS	114	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
DLCOOICO_00508	CDS	282				hypothetical protein
DLCOOICO_00509	CDS	1038				hypothetical protein
DLCOOICO_00510	CDS	777				hypothetical protein
DLCOOICO_00511	CDS	174				hypothetical protein
DLCOOICO_00512	CDS	159	fcuA			Ferrichrome receptor FcuA
DLCOOICO_00513	CDS	318	metJ		COG3060	Met repressor
DLCOOICO_00514	CDS	213	rpmE		COG0254	50S ribosomal protein L31
DLCOOICO_00515	CDS	612				hypothetical protein
DLCOOICO_00516	CDS	174				hypothetical protein
DLCOOICO_00517	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
DLCOOICO_00518	CDS	510	def	3.5.1.88	COG0242	Peptide deformylase
DLCOOICO_00519	CDS	303				hypothetical protein
DLCOOICO_00520	CDS	954	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
DLCOOICO_00521	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
DLCOOICO_00522	CDS	411	psiE		COG3223	Protein PsiE
DLCOOICO_00523	CDS	768	pdeH_1	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
DLCOOICO_00524	CDS	435				hypothetical protein
DLCOOICO_00525	CDS	960				hypothetical protein
DLCOOICO_00526	CDS	801				hypothetical protein
DLCOOICO_00527	CDS	600				hypothetical protein
DLCOOICO_00528	CDS	378	pleD			Response regulator PleD
DLCOOICO_00529	CDS	1428	gdhB	1.1.5.2	COG2133	Quinoprotein glucose dehydrogenase B
DLCOOICO_00530	CDS	96				hypothetical protein
DLCOOICO_00531	CDS	138				hypothetical protein
DLCOOICO_00532	CDS	1230	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
DLCOOICO_00533	CDS	732	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DLCOOICO_00534	CDS	429				hypothetical protein
DLCOOICO_00535	CDS	360	nanT			Sialic acid transporter NanT
DLCOOICO_00536	CDS	690	nanE2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase 2
DLCOOICO_00537	CDS	906	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
DLCOOICO_00538	CDS	468	yhcH_2		COG2731	putative protein YhcH
DLCOOICO_00539	CDS	2085	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
DLCOOICO_00540	CDS	372				hypothetical protein
DLCOOICO_00541	CDS	1329	plaP		COG0531	Low-affinity putrescine importer PlaP
DLCOOICO_00542	CDS	1149	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
DLCOOICO_00543	CDS	186				hypothetical protein
DLCOOICO_00544	CDS	303				hypothetical protein
DLCOOICO_00545	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
DLCOOICO_00546	CDS	981	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
DLCOOICO_00547	CDS	489				hypothetical protein
DLCOOICO_00548	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
DLCOOICO_00549	CDS	1659	yhgF		COG2183	Protein YhgF
DLCOOICO_00550	CDS	228	feoA		COG1918	Fe(2+) transport protein A
DLCOOICO_00551	CDS	810	nirC		COG2116	Nitrite transporter NirC
DLCOOICO_00552	CDS	327	nirD	1.7.1.15	COG2146	Nitrite reductase (NADH) small subunit
DLCOOICO_00553	CDS	1104	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
DLCOOICO_00554	CDS	489				hypothetical protein
DLCOOICO_00555	CDS	588				hypothetical protein
DLCOOICO_00556	CDS	666				hypothetical protein
DLCOOICO_00557	CDS	414				hypothetical protein
DLCOOICO_00558	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
DLCOOICO_00559	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
DLCOOICO_00560	CDS	369				hypothetical protein
DLCOOICO_00561	CDS	537				hypothetical protein
DLCOOICO_00562	CDS	177				hypothetical protein
DLCOOICO_00563	CDS	1500				hypothetical protein
DLCOOICO_00564	CDS	216				hypothetical protein
DLCOOICO_00565	CDS	354				hypothetical protein
DLCOOICO_00566	CDS	864	atpG		COG0224	ATP synthase gamma chain
DLCOOICO_00567	CDS	1077	atpA	7.1.2.2		ATP synthase subunit alpha
DLCOOICO_00568	CDS	495				hypothetical protein
DLCOOICO_00569	CDS	732				hypothetical protein
DLCOOICO_00570	CDS	504				hypothetical protein
DLCOOICO_00571	CDS	243				hypothetical protein
DLCOOICO_00572	CDS	474	yhhT		COG0628	Putative transport protein YhhT
DLCOOICO_00573	CDS	390				hypothetical protein
DLCOOICO_00574	CDS	1062	sfmM2	2.1.1.304		L-tyrosine C(3)-methyltransferase
DLCOOICO_00575	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
DLCOOICO_00576	CDS	723	yjjQ			Putative transcription factor YjjQ
DLCOOICO_00577	CDS	669	bglJ		COG2197	Transcriptional activator protein BglJ
DLCOOICO_00578	CDS	1245	sstT_1		COG3633	Serine/threonine transporter SstT
DLCOOICO_00579	CDS	969	alx		COG0861	Putative membrane-bound redox modulator Alx
DLCOOICO_00580	CDS	1386	yifK		COG1113	putative transport protein YifK
DLCOOICO_00581	tRNA	77				tRNA-Arg(ccg)
DLCOOICO_00582	tRNA	76				tRNA-His(gtg)
DLCOOICO_00583	tRNA	87				tRNA-Leu(cag)
DLCOOICO_00584	CDS	237				hypothetical protein
DLCOOICO_00585	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
DLCOOICO_00586	CDS	180				hypothetical protein
DLCOOICO_00587	CDS	270				hypothetical protein
DLCOOICO_00588	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
DLCOOICO_00589	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
DLCOOICO_00590	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
DLCOOICO_00591	CDS	429				hypothetical protein
DLCOOICO_00592	CDS	561				hypothetical protein
DLCOOICO_00593	CDS	630				hypothetical protein
DLCOOICO_00594	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
DLCOOICO_00595	CDS	405	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
DLCOOICO_00596	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
DLCOOICO_00597	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
DLCOOICO_00598	CDS	141				hypothetical protein
DLCOOICO_00599	CDS	273				hypothetical protein
DLCOOICO_00600	CDS	462				hypothetical protein
DLCOOICO_00601	CDS	528				hypothetical protein
DLCOOICO_00602	CDS	516	zur		COG0735	Zinc uptake regulation protein
DLCOOICO_00603	CDS	1239	ydeP		COG0243	Protein YdeP
DLCOOICO_00604	CDS	303				hypothetical protein
DLCOOICO_00605	CDS	312				hypothetical protein
DLCOOICO_00606	CDS	843	evgS	2.7.13.3	COG0784	Sensor protein EvgS
DLCOOICO_00607	CDS	573				hypothetical protein
DLCOOICO_00608	CDS	519	fimA			Type-1 fimbrial protein, A chain
DLCOOICO_00609	CDS	312				hypothetical protein
DLCOOICO_00610	CDS	1356	tdcG_1	4.3.1.17	COG1760	L-serine dehydratase TdcG
DLCOOICO_00611	CDS	396	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
DLCOOICO_00612	CDS	453	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
DLCOOICO_00613	CDS	321				hypothetical protein
DLCOOICO_00614	CDS	906	era		COG1159	GTPase Era
DLCOOICO_00615	CDS	681	rnc	3.1.26.3	COG0571	Ribonuclease 3
DLCOOICO_00616	CDS	228	lepB	3.4.21.89	COG0681	Signal peptidase I
DLCOOICO_00617	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
DLCOOICO_00618	CDS	615	yigZ		COG1739	IMPACT family member YigZ
DLCOOICO_00619	CDS	180				hypothetical protein
DLCOOICO_00620	CDS	339				hypothetical protein
DLCOOICO_00621	CDS	1446				hypothetical protein
DLCOOICO_00622	CDS	363				hypothetical protein
DLCOOICO_00623	CDS	894				hypothetical protein
DLCOOICO_00624	CDS	942	eryD		COG2390	Erythritol catabolism regulatory protein EryD
DLCOOICO_00625	CDS	489				hypothetical protein
DLCOOICO_00626	CDS	423				hypothetical protein
DLCOOICO_00627	CDS	903	fecB		COG4594	Fe(3+) dicitrate-binding periplasmic protein
DLCOOICO_00628	CDS	1041	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
DLCOOICO_00629	CDS	999	kdgT			2-keto-3-deoxygluconate permease
DLCOOICO_00630	CDS	285				hypothetical protein
DLCOOICO_00631	CDS	144				hypothetical protein
DLCOOICO_00632	CDS	444	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
DLCOOICO_00633	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
DLCOOICO_00634	CDS	414				hypothetical protein
DLCOOICO_00635	CDS	426	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
DLCOOICO_00636	CDS	873	glvC		COG1263	Phosphotransferase IIC component GlvC
DLCOOICO_00637	CDS	417	malP_1		COG1263	PTS system maltose-specific EIICB component
DLCOOICO_00638	CDS	240				hypothetical protein
DLCOOICO_00639	CDS	882				hypothetical protein
DLCOOICO_00640	CDS	2178	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
DLCOOICO_00641	CDS	276				hypothetical protein
DLCOOICO_00642	CDS	831	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
DLCOOICO_00643	CDS	954	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
DLCOOICO_00644	CDS	384				hypothetical protein
DLCOOICO_00645	CDS	1992				hypothetical protein
DLCOOICO_00646	CDS	819				hypothetical protein
DLCOOICO_00647	CDS	585				hypothetical protein
DLCOOICO_00648	CDS	303				hypothetical protein
DLCOOICO_00649	CDS	237				hypothetical protein
DLCOOICO_00650	CDS	1350	lamB		COG4580	Maltoporin
DLCOOICO_00651	CDS	1275	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
DLCOOICO_00652	CDS	939	panS		COG0385	Pantothenate precursors transporter PanS
DLCOOICO_00653	CDS	873	degS	3.4.21.107	COG0265	Serine endoprotease DegS
DLCOOICO_00654	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
DLCOOICO_00655	CDS	195				hypothetical protein
DLCOOICO_00656	CDS	678				hypothetical protein
DLCOOICO_00657	CDS	294				hypothetical protein
DLCOOICO_00658	CDS	759	nepI		COG2814	Purine ribonucleoside efflux pump NepI
DLCOOICO_00659	CDS	555	yggP	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
DLCOOICO_00660	CDS	972	yggF	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 2 class 2
DLCOOICO_00661	CDS	510	fumE	4.2.1.2	COG3722	Fumarase E
DLCOOICO_00662	CDS	183				hypothetical protein
DLCOOICO_00663	CDS	576	ygcP		COG1954	putative protein YgcP
DLCOOICO_00664	CDS	261	fixX_1		COG2440	Ferredoxin-like protein FixX
DLCOOICO_00665	CDS	1272	dadA_1	1.4.99.-		D-amino acid dehydrogenase
DLCOOICO_00666	CDS	1689	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
DLCOOICO_00667	CDS	579				hypothetical protein
DLCOOICO_00668	CDS	693	mutH		COG3066	DNA mismatch repair protein MutH
DLCOOICO_00669	CDS	714				hypothetical protein
DLCOOICO_00670	CDS	219	ygdR_2			putative lipoprotein YgdR
DLCOOICO_00671	CDS	705	nanR_1			HTH-type transcriptional repressor NanR
DLCOOICO_00672	CDS	312				hypothetical protein
DLCOOICO_00673	CDS	252				hypothetical protein
DLCOOICO_00674	CDS	432	uspG_1		COG0589	Universal stress protein UP12
DLCOOICO_00675	CDS	1770	ctpF	3.6.3.-	COG0474	putative cation-transporting ATPase F
DLCOOICO_00676	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
DLCOOICO_00677	CDS	303				hypothetical protein
DLCOOICO_00678	CDS	531				hypothetical protein
DLCOOICO_00679	CDS	1011				hypothetical protein
DLCOOICO_00680	CDS	786	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
DLCOOICO_00681	CDS	996	rbsC_1		COG1172	Ribose import permease protein RbsC
DLCOOICO_00682	CDS	1026	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
DLCOOICO_00683	CDS	1143	thrA		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
DLCOOICO_00684	CDS	930	thrB	2.7.1.39	COG0083	Homoserine kinase
DLCOOICO_00685	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
DLCOOICO_00686	CDS	987	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
DLCOOICO_00687	CDS	1110	livK		COG0683	Leucine-specific-binding protein
DLCOOICO_00688	CDS	927	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
DLCOOICO_00689	CDS	1479				hypothetical protein
DLCOOICO_00690	CDS	270	rpsO		COG0184	30S ribosomal protein S15
DLCOOICO_00691	CDS	222	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
DLCOOICO_00692	CDS	420	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
DLCOOICO_00693	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
DLCOOICO_00694	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
DLCOOICO_00695	CDS	600				hypothetical protein
DLCOOICO_00696	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
DLCOOICO_00697	CDS	297	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
DLCOOICO_00698	CDS	480				hypothetical protein
DLCOOICO_00699	CDS	711				hypothetical protein
DLCOOICO_00700	CDS	306				hypothetical protein
DLCOOICO_00701	CDS	165				hypothetical protein
DLCOOICO_00702	CDS	312	hcpA_1		COG3157	Major exported protein
DLCOOICO_00703	CDS	513				hypothetical protein
DLCOOICO_00704	CDS	390				hypothetical protein
DLCOOICO_00705	tRNA	74				tRNA-Gly(ccc)
DLCOOICO_00706	CDS	351	nlpD_1			Murein hydrolase activator NlpD
DLCOOICO_00707	CDS	714	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
DLCOOICO_00708	CDS	969	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
DLCOOICO_00709	CDS	1398	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
DLCOOICO_00710	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
DLCOOICO_00711	CDS	756	bcsB_1			Cyclic di-GMP-binding protein
DLCOOICO_00712	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
DLCOOICO_00713	CDS	333				hypothetical protein
DLCOOICO_00714	CDS	195	yhjR			Protein YhjR
DLCOOICO_00715	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
DLCOOICO_00716	CDS	579				hypothetical protein
DLCOOICO_00717	CDS	276				hypothetical protein
DLCOOICO_00718	CDS	408				hypothetical protein
DLCOOICO_00719	CDS	477				hypothetical protein
DLCOOICO_00720	CDS	588	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
DLCOOICO_00721	CDS	315				hypothetical protein
DLCOOICO_00722	CDS	1203		1.6.-.-		NADH dehydrogenase-like protein
DLCOOICO_00723	CDS	417	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
DLCOOICO_00724	CDS	327	kduD_2	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
DLCOOICO_00725	CDS	327				hypothetical protein
DLCOOICO_00726	CDS	693	ygeA	5.1.1.13		L-aspartate/glutamate-specific racemase
DLCOOICO_00727	CDS	726	occR			Octopine catabolism/uptake operon regulatory protein OccR
DLCOOICO_00728	CDS	321				hypothetical protein
DLCOOICO_00729	CDS	456				hypothetical protein
DLCOOICO_00730	CDS	516				hypothetical protein
DLCOOICO_00731	CDS	399	pnuC_1		COG3201	Nicotinamide riboside transporter PnuC
