locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHACDFAM_00375	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
EHACDFAM_00376	CDS	432	wzxE		COG2244	Lipid III flippase
EHACDFAM_00377	CDS	369	fadB		COG1024	Fatty acid oxidation complex subunit alpha
EHACDFAM_00378	CDS	1170	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
EHACDFAM_00379	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
EHACDFAM_00380	CDS	504	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
EHACDFAM_00381	CDS	2115	fusA		COG0480	Elongation factor G
EHACDFAM_00382	CDS	471	rpsG		COG0049	30S ribosomal protein S7
EHACDFAM_00383	CDS	1077				hypothetical protein
EHACDFAM_00384	CDS	1134	dnaG	2.7.7.-	COG0358	DNA primase
EHACDFAM_00385	CDS	201				hypothetical protein
EHACDFAM_00386	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
EHACDFAM_00387	CDS	930				hypothetical protein
EHACDFAM_00388	CDS	471				hypothetical protein
EHACDFAM_00389	CDS	330				hypothetical protein
EHACDFAM_00390	CDS	627				hypothetical protein
EHACDFAM_00391	CDS	702				hypothetical protein
EHACDFAM_00392	CDS	1209	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
EHACDFAM_00393	CDS	117				hypothetical protein
EHACDFAM_00394	CDS	381				hypothetical protein
EHACDFAM_00395	CDS	165				hypothetical protein
EHACDFAM_00396	CDS	210				hypothetical protein
EHACDFAM_00397	CDS	675	alx		COG0861	Putative membrane-bound redox modulator Alx
EHACDFAM_00398	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
EHACDFAM_00399	CDS	588	uxaA	4.2.1.7	COG2721	Altronate dehydratase
EHACDFAM_00400	CDS	759	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
EHACDFAM_00401	CDS	1923	prlC	3.4.24.70	COG0339	Oligopeptidase A
EHACDFAM_00402	CDS	330	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
EHACDFAM_00403	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
EHACDFAM_00404	CDS	930	fdhE		COG3058	Protein FdhE
EHACDFAM_00405	CDS	375	vapC	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
EHACDFAM_00406	CDS	252				hypothetical protein
EHACDFAM_00407	CDS	384	tap_1		COG0840	Methyl-accepting chemotaxis protein IV
EHACDFAM_00408	CDS	561	yqjI		COG1695	Transcriptional regulator YqjI
EHACDFAM_00409	CDS	894	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
EHACDFAM_00410	CDS	855	dhaK_1	2.7.1.29		Dihydroxyacetone kinase
EHACDFAM_00411	CDS	678	lpfB			putative fimbrial chaperone LpfB
EHACDFAM_00412	CDS	519	fimA			Type-1 fimbrial protein, A chain
EHACDFAM_00413	CDS	573				hypothetical protein
EHACDFAM_00414	CDS	333				hypothetical protein
EHACDFAM_00415	CDS	423				hypothetical protein
EHACDFAM_00416	CDS	447				hypothetical protein
EHACDFAM_00417	CDS	1053				hypothetical protein
EHACDFAM_00418	CDS	318				hypothetical protein
EHACDFAM_00419	CDS	252				hypothetical protein
EHACDFAM_00420	CDS	249				hypothetical protein
EHACDFAM_00421	CDS	1023				hypothetical protein
EHACDFAM_00422	CDS	588	fryC_1		COG1299	Fructose-like permease IIC component 1
EHACDFAM_00423	CDS	318				hypothetical protein
EHACDFAM_00424	CDS	189				hypothetical protein
EHACDFAM_00425	CDS	276				hypothetical protein
EHACDFAM_00426	CDS	708				hypothetical protein
EHACDFAM_00427	CDS	357				hypothetical protein
EHACDFAM_00428	CDS	360	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
EHACDFAM_00429	CDS	1623	nadB	1.4.3.16	COG0029	L-aspartate oxidase
EHACDFAM_00430	CDS	240	yfiC	2.1.1.223	COG4123	tRNA1(Val) (adenine(37)-N6)-methyltransferase
EHACDFAM_00431	CDS	1278	glmS_1	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
EHACDFAM_00432	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
EHACDFAM_00433	CDS	1119	icsA_1		COG3468	Outer membrane protein IcsA autotransporter
EHACDFAM_00434	CDS	552				hypothetical protein
EHACDFAM_00435	CDS	558				hypothetical protein
EHACDFAM_00436	CDS	294				hypothetical protein
EHACDFAM_00437	CDS	1062	sfmM2	2.1.1.304		L-tyrosine C(3)-methyltransferase
EHACDFAM_00438	CDS	723				hypothetical protein
EHACDFAM_00439	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
EHACDFAM_00440	CDS	873				hypothetical protein
EHACDFAM_00441	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
EHACDFAM_00442	CDS	270				hypothetical protein
EHACDFAM_00443	CDS	903				hypothetical protein
EHACDFAM_00444	CDS	1074	recF		COG1195	DNA replication and repair protein RecF
EHACDFAM_00445	CDS	360	dnaN		COG0592	Beta sliding clamp
EHACDFAM_00446	CDS	708	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
EHACDFAM_00447	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
EHACDFAM_00448	CDS	1287				hypothetical protein
EHACDFAM_00449	CDS	714				hypothetical protein
EHACDFAM_00450	CDS	1587	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
EHACDFAM_00451	CDS	282				hypothetical protein
EHACDFAM_00452	CDS	1125				hypothetical protein
EHACDFAM_00453	CDS	474	smg			Protein Smg
EHACDFAM_00454	CDS	555	topA	5.6.2.1		DNA topoisomerase 1
EHACDFAM_00455	CDS	981	ygfZ		COG0354	tRNA-modifying protein YgfZ
EHACDFAM_00456	CDS	267	sdhE		COG2938	FAD assembly factor SdhE
EHACDFAM_00457	CDS	408	ygfX			Inner membrane protein YgfX
EHACDFAM_00458	CDS	525	fldB		COG0716	Flavodoxin 2
EHACDFAM_00459	CDS	249				hypothetical protein
EHACDFAM_00460	CDS	219	ygdR_1			putative lipoprotein YgdR
EHACDFAM_00461	CDS	714				hypothetical protein
EHACDFAM_00462	CDS	693	mutH		COG3066	DNA mismatch repair protein MutH
EHACDFAM_00463	CDS	231				hypothetical protein
EHACDFAM_00464	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
EHACDFAM_00465	CDS	222				hypothetical protein
EHACDFAM_00466	CDS	519	yraJ		COG3188	Outer membrane usher protein YraJ
EHACDFAM_00467	CDS	591				hypothetical protein
EHACDFAM_00468	CDS	819	fdhD		COG1526	Sulfur carrier protein FdhD
EHACDFAM_00469	CDS	213				hypothetical protein
EHACDFAM_00470	CDS	123				hypothetical protein
EHACDFAM_00471	CDS	762				hypothetical protein
EHACDFAM_00472	CDS	1281				hypothetical protein
EHACDFAM_00473	CDS	390	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
EHACDFAM_00474	CDS	882	bcsB			Cyclic di-GMP-binding protein
EHACDFAM_00475	CDS	588				hypothetical protein
EHACDFAM_00476	CDS	330				hypothetical protein
EHACDFAM_00477	CDS	234	ygdR_2			putative lipoprotein YgdR
EHACDFAM_00478	CDS	918	gcvA			Glycine cleavage system transcriptional activator
EHACDFAM_00479	CDS	396				hypothetical protein
EHACDFAM_00480	CDS	177	yhjD		COG1295	Inner membrane protein YhjD
EHACDFAM_00481	CDS	1323	yhjE			Inner membrane metabolite transport protein YhjE
EHACDFAM_00482	CDS	159				hypothetical protein
EHACDFAM_00483	CDS	720				hypothetical protein
EHACDFAM_00484	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
EHACDFAM_00485	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
EHACDFAM_00486	CDS	672	yrbL			putative protein YrbL
EHACDFAM_00487	CDS	525	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
EHACDFAM_00488	CDS	261				hypothetical protein
EHACDFAM_00489	CDS	411				hypothetical protein
EHACDFAM_00490	CDS	1029	traC	2.7.7.-		DNA primase TraC
EHACDFAM_00491	CDS	294				hypothetical protein
EHACDFAM_00492	CDS	291				hypothetical protein
EHACDFAM_00493	CDS	219	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
EHACDFAM_00494	CDS	996	gntR_1			HTH-type transcriptional regulator GntR
EHACDFAM_00495	CDS	492	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
EHACDFAM_00496	CDS	348				hypothetical protein
EHACDFAM_00497	CDS	399				hypothetical protein
EHACDFAM_00498	CDS	255	tetD			Transposon Tn10 TetD protein
EHACDFAM_00499	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
EHACDFAM_00500	CDS	333	yhbY		COG1534	RNA-binding protein YhbY
EHACDFAM_00501	CDS	477	greA		COG0782	Transcription elongation factor GreA
EHACDFAM_00502	CDS	918				hypothetical protein
EHACDFAM_00503	CDS	579				hypothetical protein
EHACDFAM_00504	CDS	276				hypothetical protein
EHACDFAM_00505	CDS	255				hypothetical protein
EHACDFAM_00506	CDS	120				hypothetical protein
EHACDFAM_00507	CDS	108				hypothetical protein
EHACDFAM_00508	CDS	474				hypothetical protein
EHACDFAM_00509	CDS	1767	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
EHACDFAM_00510	CDS	213	cspA		COG1278	Cold shock protein CspA
EHACDFAM_00511	CDS	126				hypothetical protein
EHACDFAM_00512	CDS	1305				hypothetical protein
EHACDFAM_00513	CDS	471				hypothetical protein
EHACDFAM_00514	CDS	303				hypothetical protein
EHACDFAM_00515	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
EHACDFAM_00516	CDS	219				hypothetical protein
EHACDFAM_00517	CDS	363	yibL			putative protein YibL
EHACDFAM_00518	CDS	210				hypothetical protein
EHACDFAM_00519	CDS	333				hypothetical protein
EHACDFAM_00520	CDS	195	yhjR			Protein YhjR
EHACDFAM_00521	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
EHACDFAM_00522	CDS	399	lip-1	3.1.1.3		Lipase 1
EHACDFAM_00523	CDS	1203	yhjX			putative MFS-type transporter YhjX
EHACDFAM_00524	CDS	366				hypothetical protein
EHACDFAM_00525	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
EHACDFAM_00526	CDS	240	zapB		COG3074	Cell division protein ZapB
EHACDFAM_00527	CDS	942	rbsB_2		COG1879	Ribose import binding protein RbsB
EHACDFAM_00528	CDS	924	rbsC_2		COG1172	Ribose import permease protein RbsC
EHACDFAM_00529	CDS	1152	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
EHACDFAM_00530	CDS	177				hypothetical protein
EHACDFAM_00531	CDS	921				hypothetical protein
EHACDFAM_00532	CDS	1101				hypothetical protein
EHACDFAM_00533	CDS	465				hypothetical protein
EHACDFAM_00534	CDS	1461	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
EHACDFAM_00535	CDS	495				hypothetical protein
EHACDFAM_00536	CDS	825	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
EHACDFAM_00537	CDS	672	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
EHACDFAM_00538	CDS	348				hypothetical protein
EHACDFAM_00539	CDS	1587	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
EHACDFAM_00540	CDS	372				hypothetical protein
EHACDFAM_00541	CDS	258				hypothetical protein
EHACDFAM_00542	CDS	492				hypothetical protein
EHACDFAM_00543	CDS	1329	uhpC_1		COG2271	Membrane sensor protein UhpC
EHACDFAM_00544	CDS	444	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
EHACDFAM_00545	CDS	297	xerD		COG4974	Tyrosine recombinase XerD
EHACDFAM_00546	CDS	711	dsbC		COG1651	Thiol:disulfide interchange protein DsbC
EHACDFAM_00547	CDS	486				hypothetical protein
EHACDFAM_00548	CDS	495	zupT		COG0428	Zinc transporter ZupT
EHACDFAM_00549	CDS	177	yqiD			Protein YqiD
EHACDFAM_00550	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
EHACDFAM_00551	CDS	297	ubiK		COG2960	Ubiquinone biosynthesis accessory factor UbiK
EHACDFAM_00552	CDS	2307				hypothetical protein
EHACDFAM_00553	CDS	732	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
EHACDFAM_00554	CDS	885	nlpI		COG4785	Lipoprotein NlpI
EHACDFAM_00555	CDS	1224	tdcC		COG0814	Threonine/serine transporter TdcC
EHACDFAM_00556	CDS	576	ygcP		COG1954	putative protein YgcP
EHACDFAM_00557	CDS	261	fixX_1		COG2440	Ferredoxin-like protein FixX
EHACDFAM_00558	CDS	1272	dadA	1.4.99.-		D-amino acid dehydrogenase
EHACDFAM_00559	CDS	1185				hypothetical protein
EHACDFAM_00560	CDS	984	wzzB		COG3765	Chain length determinant protein
EHACDFAM_00561	CDS	417	csqR		COG1349	HTH-type transcriptional repressor CsqR
EHACDFAM_00562	CDS	1008				hypothetical protein
EHACDFAM_00563	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
EHACDFAM_00564	CDS	810				hypothetical protein
EHACDFAM_00565	CDS	99	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
EHACDFAM_00566	CDS	1224	exuT_2			Hexuronate transporter
EHACDFAM_00567	CDS	138	yibN		COG0607	putative protein YibN
EHACDFAM_00568	CDS	252	grxC		COG0695	Glutaredoxin 3
EHACDFAM_00569	CDS	468	secB		COG1952	Protein-export protein SecB
EHACDFAM_00570	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
EHACDFAM_00571	CDS	1095	hybC	1.12.99.6	COG0374	Hydrogenase-2 large chain
EHACDFAM_00572	CDS	495	hybD	3.4.23.-	COG0680	Hydrogenase 2 maturation protease
EHACDFAM_00573	CDS	492	hybE			Hydrogenase-2 operon protein HybE
EHACDFAM_00574	CDS	342				hypothetical protein
EHACDFAM_00575	CDS	345				hypothetical protein
EHACDFAM_00576	CDS	288	hpf		COG1544	Ribosome hibernation promoting factor
EHACDFAM_00577	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
EHACDFAM_00578	CDS	186				hypothetical protein
EHACDFAM_00579	CDS	168				hypothetical protein
EHACDFAM_00580	CDS	1164	bcsC		COG0457	Cellulose synthase operon protein C
EHACDFAM_00581	CDS	324				hypothetical protein
EHACDFAM_00582	CDS	1152				hypothetical protein
EHACDFAM_00583	CDS	303				hypothetical protein
EHACDFAM_00584	CDS	426	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
EHACDFAM_00585	CDS	420	atpC		COG0355	ATP synthase epsilon chain
EHACDFAM_00586	CDS	264				hypothetical protein
EHACDFAM_00587	CDS	432				hypothetical protein
EHACDFAM_00588	CDS	318				hypothetical protein
EHACDFAM_00589	CDS	801				hypothetical protein
EHACDFAM_00590	CDS	753	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
EHACDFAM_00591	CDS	291	hmp	1.14.12.17	COG1017	Flavohemoprotein
EHACDFAM_00592	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
EHACDFAM_00593	CDS	1338	qseF		COG2204	Transcriptional regulatory protein QseF
EHACDFAM_00594	CDS	501				hypothetical protein
EHACDFAM_00595	CDS	1545				hypothetical protein
EHACDFAM_00596	CDS	783	truC	5.4.99.26	COG0564	tRNA pseudouridine synthase C
EHACDFAM_00597	CDS	330	yqcC		COG3098	putative protein YqcC
EHACDFAM_00598	CDS	111	syd			Protein Syd
EHACDFAM_00599	CDS	312				hypothetical protein
EHACDFAM_00600	CDS	345	iraM			Anti-adapter protein IraM
EHACDFAM_00601	CDS	885	hcaR			Hca operon transcriptional activator HcaR
EHACDFAM_00602	tRNA	76				tRNA-Lys(ttt)
EHACDFAM_00603	tRNA	76				tRNA-Val(tac)
EHACDFAM_00604	CDS	282				hypothetical protein
EHACDFAM_00605	CDS	1038				hypothetical protein
EHACDFAM_00606	CDS	807	mntB_1			Manganese transport system membrane protein MntB
EHACDFAM_00607	CDS	237				hypothetical protein
EHACDFAM_00608	CDS	360				hypothetical protein
EHACDFAM_00609	CDS	336				hypothetical protein
EHACDFAM_00610	CDS	381				hypothetical protein
EHACDFAM_00611	CDS	543				hypothetical protein
EHACDFAM_00612	CDS	1530	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
EHACDFAM_00613	CDS	1404				hypothetical protein
EHACDFAM_00614	CDS	783	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
EHACDFAM_00615	CDS	327				hypothetical protein
EHACDFAM_00616	CDS	228	feoA		COG1918	Fe(2+) transport protein A
EHACDFAM_00617	CDS	1071	yhgF		COG2183	Protein YhgF
EHACDFAM_00618	CDS	414	kduI	5.3.1.17	COG3717	4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
EHACDFAM_00619	CDS	762	kduD	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
EHACDFAM_00620	CDS	327				hypothetical protein
EHACDFAM_00621	CDS	357				hypothetical protein
EHACDFAM_00622	CDS	369				hypothetical protein
EHACDFAM_00623	CDS	1179	xylR			Xylose operon regulatory protein
EHACDFAM_00624	CDS	417	xylH		COG4214	Xylose transport system permease protein XylH
EHACDFAM_00625	CDS	435				hypothetical protein
EHACDFAM_00626	CDS	1545	yjmB		COG2211	putative symporter YjmB
EHACDFAM_00627	CDS	996				hypothetical protein
EHACDFAM_00628	CDS	972	pyrG	6.3.4.2	COG0504	CTP synthase
EHACDFAM_00629	CDS	414				hypothetical protein
EHACDFAM_00630	CDS	1182				hypothetical protein
EHACDFAM_00631	CDS	1506	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
EHACDFAM_00632	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
EHACDFAM_00633	CDS	138				hypothetical protein
EHACDFAM_00634	CDS	171				hypothetical protein
EHACDFAM_00635	CDS	330				hypothetical protein
EHACDFAM_00636	CDS	135				hypothetical protein
EHACDFAM_00637	CDS	237				hypothetical protein
EHACDFAM_00638	CDS	456				hypothetical protein
EHACDFAM_00639	CDS	432	yehB_1		COG3188	Outer membrane usher protein YehB
EHACDFAM_00640	CDS	981				hypothetical protein
EHACDFAM_00641	CDS	321	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
EHACDFAM_00642	CDS	174				hypothetical protein
EHACDFAM_00643	CDS	948	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
EHACDFAM_00644	CDS	432	adeP		COG2252	Adenine permease AdeP
EHACDFAM_00645	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
EHACDFAM_00646	CDS	753				hypothetical protein
EHACDFAM_00647	CDS	1017	gntT		COG2610	High-affinity gluconate transporter
EHACDFAM_00648	CDS	987	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
EHACDFAM_00649	CDS	1584	malP_1	2.4.1.1	COG0058	Maltodextrin phosphorylase
EHACDFAM_00650	CDS	381	yifK		COG1113	putative transport protein YifK
EHACDFAM_00651	tRNA	77				tRNA-Arg(ccg)
EHACDFAM_00652	tRNA	76				tRNA-His(gtg)
EHACDFAM_00653	tRNA	87				tRNA-Leu(cag)
EHACDFAM_00654	CDS	237				hypothetical protein
EHACDFAM_00655	CDS	336				hypothetical protein
EHACDFAM_00656	CDS	156				hypothetical protein
EHACDFAM_00657	CDS	918	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
EHACDFAM_00658	CDS	759	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EHACDFAM_00659	CDS	447				hypothetical protein
EHACDFAM_00660	CDS	918	rhaS_2			HTH-type transcriptional activator RhaS
EHACDFAM_00661	CDS	660	yghB		COG0586	Inner membrane protein YghB
EHACDFAM_00662	CDS	249	metC_1	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
EHACDFAM_00663	CDS	510	aroC	4.2.3.5	COG0082	Chorismate synthase
EHACDFAM_00664	CDS	825	mepA	3.4.24.-	COG3770	Penicillin-insensitive murein endopeptidase
EHACDFAM_00665	CDS	810	yfcA		COG0730	putative membrane transporter protein YfcA
EHACDFAM_00666	CDS	147				hypothetical protein
EHACDFAM_00667	CDS	138				hypothetical protein
EHACDFAM_00668	CDS	285				hypothetical protein
EHACDFAM_00669	CDS	147				hypothetical protein
EHACDFAM_00670	CDS	855	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
EHACDFAM_00671	CDS	540	yajI			putative lipoprotein YajI
EHACDFAM_00672	CDS	1017				hypothetical protein
EHACDFAM_00673	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
EHACDFAM_00674	CDS	234				hypothetical protein
EHACDFAM_00675	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
EHACDFAM_00676	CDS	390	ampG		COG0477	Anhydromuropeptide permease
EHACDFAM_00677	CDS	558				hypothetical protein
EHACDFAM_00678	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
EHACDFAM_00679	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
EHACDFAM_00680	CDS	579	priA	3.6.4.-	COG1198	Primosomal protein N'
EHACDFAM_00681	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
EHACDFAM_00682	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
EHACDFAM_00683	CDS	294				hypothetical protein
EHACDFAM_00684	CDS	225				hypothetical protein
EHACDFAM_00685	CDS	426	rraB		COG3076	Regulator of ribonuclease activity B
EHACDFAM_00686	CDS	504				hypothetical protein
EHACDFAM_00687	CDS	417	valS	6.1.1.9	COG0525	Valine--tRNA ligase
EHACDFAM_00688	CDS	213				hypothetical protein
EHACDFAM_00689	CDS	783	argT		COG0834	Lysine/arginine/ornithine-binding periplasmic protein
EHACDFAM_00690	CDS	216	ubiX	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
EHACDFAM_00691	CDS	750				hypothetical protein
EHACDFAM_00692	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
EHACDFAM_00693	CDS	336	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
EHACDFAM_00694	CDS	165				hypothetical protein
EHACDFAM_00695	CDS	1230	fabF_1	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
EHACDFAM_00696	CDS	588				hypothetical protein
EHACDFAM_00697	CDS	276				hypothetical protein
EHACDFAM_00698	CDS	459	asnC		COG1522	Regulatory protein AsnC
EHACDFAM_00699	CDS	450	mioC		COG0716	Protein MioC
EHACDFAM_00700	CDS	420				hypothetical protein
EHACDFAM_00701	CDS	1107	shlB			Hemolysin transporter protein ShlB
EHACDFAM_00702	CDS	1452	viaA		COG2425	Protein ViaA
EHACDFAM_00703	CDS	618	ravA	3.6.3.-	COG0714	ATPase RavA
EHACDFAM_00704	CDS	630	nupG			Nucleoside permease NupG
EHACDFAM_00705	CDS	1176	speC	4.1.1.17	COG1982	Constitutive ornithine decarboxylase
EHACDFAM_00706	CDS	234				hypothetical protein
EHACDFAM_00707	CDS	162				hypothetical protein
EHACDFAM_00708	CDS	897	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
EHACDFAM_00709	CDS	417	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EHACDFAM_00710	CDS	780	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
EHACDFAM_00711	CDS	879	manZ_2		COG3716	PTS system mannose-specific EIID component
EHACDFAM_00712	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
EHACDFAM_00713	CDS	492	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
EHACDFAM_00714	CDS	465	yhcH_2		COG2731	putative protein YhcH
EHACDFAM_00715	CDS	930	yiaX1			putative protein YiaX1
EHACDFAM_00716	CDS	957	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
EHACDFAM_00717	CDS	222				hypothetical protein
EHACDFAM_00718	CDS	618	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
EHACDFAM_00719	CDS	990	sbp		COG1613	Sulfate-binding protein
EHACDFAM_00720	CDS	342				hypothetical protein
EHACDFAM_00721	CDS	672				hypothetical protein
EHACDFAM_00722	CDS	903	xerC_1		COG4973	Tyrosine recombinase XerC
EHACDFAM_00723	CDS	327				hypothetical protein
EHACDFAM_00724	CDS	1215	galP			Galactose-proton symporter
EHACDFAM_00725	CDS	498	sprT			Protein SprT
EHACDFAM_00726	CDS	909				hypothetical protein
EHACDFAM_00727	CDS	711				hypothetical protein
EHACDFAM_00728	CDS	360				hypothetical protein
EHACDFAM_00729	CDS	807				hypothetical protein
